t,drumAngleDeg,drumVelDeg_s,drumAccDeg_s2,TN2,dTN2,Tm,dTm,Thp,dThp,Tf,dTf,c[1],c[2],c[3],c[4],c[5],c[6],dc[1],dc[2],dc[3],dc[4],dc[5],dc[6],P_MW,n,dn,rho,rho_dollars,m_dot_steam,Q_to_steam
0.0,45.0,0.0,0.0,878.1500244140625,0.0,1150.1500244140625,0.48124977946281433,1073.1500244140625,0.0,1173.1500244140625,-0.18400000035762787,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,-1.9387063738510613e-15,0.0,0.0,2.947143077850342,6000000.0
0.10000000149011612,45.01852798461914,0.18528714776039124,1.8528715372085571,878.1500244140625,0.0007524284301325679,1150.197265625,0.46392184495925903,1073.1519775390625,0.037639860063791275,1173.1317138671875,-0.1814684122800827,0.9999991059303284,0.9999977946281433,0.9999918341636658,0.9999797344207764,0.9999440908432007,0.9998233914375305,-2.181154013669584e-05,-5.348856939235702e-05,-0.0001966394775081426,-0.0004892233991995454,-0.0013422269839793444,-0.004163555800914764,5.990184307098389,0.9983640313148499,-0.023408250883221626,-1.527170024928637e-05,-0.002300277352333069,2.947143316268921,6000000.5
0.20000000298023224,45.03816604614258,0.19637595117092133,0.11088794469833374,878.1502075195312,0.00280690542422235,1150.2427978515625,0.4469093084335327,1073.1573486328125,0.06978265196084976,1173.1136474609375,-0.18047010898590088,0.9999952912330627,0.9999884366989136,0.9999575614929199,0.9998948574066162,0.9997146725654602,0.9991464614868164,-5.472663906402886e-05,-0.00013409004895947874,-0.0004910213756375015,-0.0012118135346099734,-0.003246641717851162,-0.009282615035772324,5.9753570556640625,0.9958928227424622,-0.025589458644390106,-3.141933848382905e-05,-0.004732491448521614,2.9471445083618164,6000003.0
0.30000001192092896,45.05883026123047,0.20664887130260468,0.10272921621799469,878.150634765625,0.005891935899853706,1150.28662109375,0.43045300245285034,1073.1656494140625,0.09710227698087692,1173.0955810546875,-0.17995531857013702,0.9999880194664001,0.9999707341194153,0.9998927712440491,0.9997357130050659,0.9992940425872803,0.9979963898658752,-9.036406845552847e-05,-0.00022121050278656185,-0.0008067828603088856,-0.001974735176190734,-0.005164897069334984,-0.013643852435052395,5.959284782409668,0.9932141304016113,-0.02759697660803795,-4.837488813791424e-05,-0.0072863963432610035,2.947148084640503,6000010.0
0.4000000059604645,45.08042907714844,0.21597574651241302,0.0932687371969223,878.1514282226562,0.009771447628736496,1150.328857421875,0.4145084619522095,1073.176513671875,0.12020581215620041,1173.07763671875,-0.17988839745521545,0.9999771118164062,0.9999439716339111,0.9997954368591309,0.9994985461235046,0.9986816048622131,0.9964414238929749,-0.00012849755876231939,-0.00031428266083821654,-0.0011416617780923843,-0.0027718038763850927,-0.0070822639390826225,-0.017394278198480606,5.942067623138428,0.9903445839881897,-0.029442355036735535,-6.606128590647131e-05,-0.009950383566319942,2.9471540451049805,6000022.5
0.5,45.10285949707031,0.22430923581123352,0.08333488553762436,878.152587890625,0.014245344325900078,1150.36962890625,0.3990365266799927,1073.1895751953125,0.13962270319461823,1173.0596923828125,-0.1802348643541336,0.9999622702598572,0.9999076128005981,0.999663770198822,0.9991801977157593,0.9978780150413513,0.9945369362831116,-0.0001689056953182444,-0.00041275241528637707,-0.0014934645732864738,-0.0035971226170659065,-0.0089854896068573,-0.02064514346420765,5.923803806304932,0.9873006343841553,-0.03112434223294258,-8.439758676104248e-05,-0.012712262570858002,2.9471635818481445,6000042.0
0.6000000238418579,45.12603759765625,0.2317737638950348,0.07464528828859329,878.154296875,0.019144564867019653,1150.40869140625,0.3840022087097168,1073.204345703125,0.15581482648849487,1173.0416259765625,-0.180962935090065,0.9999432563781738,0.9998612403869629,0.9994961619377136,0.9987781643867493,0.996885359287262,0.992328405380249,-0.00021138445299584419,-0.0005161092849448323,-0.0018601776100695133,-0.004445351660251617,-0.010863450355827808,-0.02348327822983265,5.904583930969238,0.9840973615646362,-0.03266291320323944,-0.00010331297380616888,-0.015561365522444248,2.947176694869995,6000069.0
0.699999988079071,45.1498908996582,0.238547220826149,0.06773468852043152,878.1564331054688,0.02432679757475853,1150.4464111328125,0.3693735897541046,1073.2205810546875,0.16918514668941498,1173.0234375,-0.18204517662525177,0.9999198913574219,0.9998042583465576,0.999291181564331,0.9982903599739075,0.9957065582275391,0.9898535013198853,-0.000255760969594121,-0.0006239202921278775,-0.0022400899324566126,-0.005312003660947084,-0.012707818299531937,-0.025979695841670036,5.88448429107666,0.980747401714325,-0.03408283740282059,-0.00012275110930204391,-0.018489204347133636,2.9471938610076904,6000103.5
0.800000011920929,45.17438888549805,0.24495920538902283,0.06411973387002945,878.1591186523438,0.029672766104340553,1150.482666015625,0.35512077808380127,1073.2381591796875,0.18008534610271454,1173.005126953125,-0.18346068263053894,0.999891996383667,0.9997362494468689,0.9990476369857788,0.9977151155471802,0.9943452477455139,0.9871432185173035,-0.00030191169935278594,-0.0007358740549534559,-0.0026319532189518213,-0.0061938222497701645,-0.014513948000967503,-0.028196953237056732,5.863559722900391,0.9772599339485168,-0.03542723506689072,-0.0001426824601367116,-0.021491335704922676,2.9472153186798096,6000147.0
0.8999999761581421,45.19947814941406,0.25090840458869934,0.05949211120605469,878.1624145507812,0.03508300706744194,1150.5174560546875,0.34121668338775635,1073.256591796875,0.18882228434085846,1172.9866943359375,-0.18519005179405212,0.9998594522476196,0.9996569156646729,0.9987643957138062,0.9970510601997375,0.9928053617477417,0.984222948551178,-0.00034972233697772026,-0.0008516826201230288,-0.003034615656360984,-0.0070878504775464535,-0.016278110444545746,-0.030183572322130203,5.841860294342041,0.9736433625221252,-0.03668373078107834,-0.00016306928591802716,-0.02456207014620304,2.9472408294677734,6000199.0
