profile_mat,csv_out,status,stop_time_s,matread_s,simulate_s,extract_s,write_s,total_run_s,result_base
drum_profile_00990.mat,results_drum_profile_00990.csv,OK,200.000000,0.008001,1.993798,0.616094,0.035003,2.657899,run_00990
drum_profile_00991.mat,results_drum_profile_00991.csv,OK,200.000000,0.008001,2.055281,0.614992,0.033999,2.718273,run_00991
drum_profile_00992.mat,results_drum_profile_00992.csv,OK,200.000000,0.008000,2.044680,0.618215,0.033999,2.709894,run_00992
drum_profile_00993.mat,results_drum_profile_00993.csv,OK,200.000000,0.008001,1.857370,0.618303,0.033999,2.522745,run_00993
drum_profile_00994.mat,results_drum_profile_00994.csv,OK,200.000000,0.006998,1.934686,0.621051,0.034995,2.602729,run_00994
drum_profile_00995.mat,results_drum_profile_00995.csv,OK,200.000000,0.006999,2.045233,0.611993,0.034055,2.704283,run_00995
drum_profile_00996.mat,results_drum_profile_00996.csv,OK,200.000000,0.007000,1.971381,0.622041,0.036998,2.643420,run_00996
drum_profile_00997.mat,results_drum_profile_00997.csv,OK,200.000000,0.008001,2.045420,0.601041,0.034002,2.693465,run_00997
drum_profile_00998.mat,results_drum_profile_00998.csv,OK,200.000000,0.007001,1.956239,0.613989,0.034000,2.616231,run_00998
drum_profile_00999.mat,results_drum_profile_00999.csv,OK,200.000000,0.006997,2.004514,0.608236,0.035001,2.661749,run_00999
drum_profile_01000.mat,results_drum_profile_01000.csv,OK,200.000000,0.007000,1.989096,0.609010,0.035001,2.646106,run_01000
