t,drumAngleDeg,drumVelDeg_s,drumAccDeg_s2,TN2,dTN2,Tm,dTm,Thp,dThp,Tf,dTf,c[1],c[2],c[3],c[4],c[5],c[6],P_MW,n,dn,rho_dollars,rho_drums_dollars,rho_fuel_dollars,rho_moderator_dollars,m_dot_steam,Q_to_steam
0.0,45.0,0.0,0.008304789662361145,878.1500244140625,0.0,1150.1500244140625,0.0,1073.1500244140625,0.0,1173.1500244140625,-2.220446049250313e-16,111.29100036621094,176.1285400390625,49.229705810546875,45.46345901489258,5.53322696685791,0.7900465726852417,6.0,1.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,2.947143077850342,6000000.0
0.10000000149011612,45.0,0.0008304789662361145,0.00804817769676447,878.1500244140625,0.0,1150.1500244140625,0.0,1073.1500244140625,0.0,1173.1500244140625,-2.220446049250313e-16,111.29100036621094,176.1285400390625,49.229705810546875,45.46345901489258,5.53322696685791,0.7900465726852417,6.0,1.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,2.947143077850342,6000000.0
0.20000000298023224,45.000083923339844,0.0016352967359125614,0.007774528115987778,878.1500244140625,-1.7489441006546258e-09,1150.1500244140625,-3.4658605727599934e-06,1073.1500244140625,-1.2024595719140052e-07,1173.1500244140625,-1.170190535049187e-05,111.29100036621094,176.1285400390625,49.22970199584961,45.46345520019531,5.5332255363464355,0.790045976638794,5.99995756149292,0.9999929070472717,-0.00010905633098445833,-1.0164875675400253e-05,-1.01688492577523e-05,3.4788769642801753e-09,4.948211840272165e-10,2.947143077850342,6000000.0
0.30000001192092896,45.000247955322266,0.0024127494543790817,0.0075270687229931355,878.1500244140625,-1.6572457184338418e-08,1150.1500244140625,-1.2219944437674712e-05,1073.1500244140625,-7.167019475673442e-07,1173.1500244140625,-4.069693022756837e-05,111.29100036621094,176.12852478027344,49.22969436645508,45.463436126708984,5.5332183837890625,0.7900430560112,5.999852180480957,0.999975323677063,-0.0002129014173988253,-3.016830305568874e-05,-3.0192381018423475e-05,2.1052999343851297e-08,3.0234645898019608e-09,2.947143077850342,6000000.0
0.4000000059604645,45.00048828125,0.0031654564663767815,0.007269903086125851,878.1500244140625,-6.953311526558537e-08,1150.1500244140625,-2.6387629986857064e-05,1073.1500244140625,-2.162643795600161e-06,1173.1500244140625,-8.66707123350352e-05,111.2909927368164,176.12850952148438,49.229671478271484,45.46338653564453,5.533202171325684,0.7900363206863403,5.9996843338012695,0.9999473690986633,-0.00031725873122923076,-5.9661699197022244e-05,-5.973560473648831e-05,6.454012435597178e-08,9.363144037877191e-09,2.947143077850342,6000000.0
0.5,45.00080490112305,0.0038924466352909803,0.007067251019179821,878.1500244140625,-1.9816643259673583e-07,1150.1500244140625,-4.617066224454902e-05,1073.1500244140625,-4.804971467819996e-06,1173.1500244140625,-0.0001495896722190082,111.29098510742188,176.1284637451172,49.22962951660156,45.46329116821289,5.533171653747559,0.7900247573852539,5.999454021453857,0.9999090433120728,-0.00042170812957920134,-9.83286154223606e-05,-9.849563502939418e-05,1.456695457591195e-07,2.134991738955705e-08,2.947143077850342,6000000.0
0.6000000238418579,45.00119400024414,0.004599171690642834,0.006900998763740063,878.1500244140625,-4.5081858957018994e-07,1150.1500244140625,-7.174486381700262e-05,1073.1500244140625,-8.96842720976565e-06,1173.14990234375,-0.0002293465513503179,111.29096984863281,176.12840270996094,49.22956466674805,45.463138580322266,5.5331244468688965,0.790007472038269,5.999161720275879,0.9998602867126465,-0.0005257866578176618,-0.00014584072050638497,-0.0001461577194277197,2.761220230240724e-07,4.088272476110433e-08,2.947143077850342,6000000.0
0.699999988079071,45.001651763916016,0.0052892714738845825,0.00676643056795001,878.1500244140625,-8.851747566041013e-07,1150.1500244140625,-0.0001032870277413167,1073.1500244140625,-1.4957226994738448e-05,1173.14990234375,-0.0003258544020354748,111.29093933105469,176.1282958984375,49.22946548461914,45.462921142578125,5.533056735992432,0.789983868598938,5.998807430267334,0.9998012185096741,-0.0006299235974438488,-0.00020193649106658995,-0.00020247390784788877,4.675065099490894e-07,6.991853496174372e-08,2.947143077850342,6000000.0
0.800000011920929,45.00218200683594,0.005965914577245712,0.006710643880069256,878.1500244140625,-1.566972969158087e-06,1150.1500244140625,-0.00014098340761847794,1073.1500244140625,-2.305822454218287e-05,1173.14990234375,-0.0004390740068629384,111.29090881347656,176.128173828125,49.229331970214844,45.46261978149414,5.532965183258057,0.7899534702301025,5.998390197753906,0.999731719493866,-0.000734328874386847,-0.0002663989725988358,-0.0002672408299986273,7.313894343496941e-07,1.1047488612803136e-07,2.947143077850342,6000000.0
0.8999999761581421,45.00278091430664,0.006636979058384895,0.0066386861726641655,878.1500244140625,-2.5689082576718647e-06,1150.14990234375,-0.00018502664170227945,1073.1500244140625,-3.3543674362590536e-05,1173.14990234375,-0.0005690012476406991,111.29086303710938,176.12799072265625,49.22915267944336,45.46222686767578,5.5328474044799805,0.789915919303894,5.997910499572754,0.9996517896652222,-0.0008392116869799793,-0.00033904999145306647,-0.0003402939473744482,1.079322260011395e-06,1.646323681825379e-07,2.947143077850342,6000000.0
